MemberID,MembershipType,FlexAddOn,FSA,AccountOpened,LastVisit,TotalVisits,CanEmail,CanPhone,TotalSales
3890,Teacher,0,NULL,2020-01-05,2020-03-04,2,YES,NO,0
3891,Dual,0,N2G,2013-06-28,2020-03-11,146,YES,YES,987.16
3892,Teacher,0,NULL,2016-12-03,2019-01-20,3,YES,NO,0
3893,Individual,0,N0B,2015-08-27,2016-05-25,7,NO,YES,40
3894,Dual,0,N0B,2019-03-24,2019-03-24,1,YES,YES,80
3895,Dual,0,N2L,2018-11-29,2020-07-11,10,YES,YES,160
3896,Family,0,N2M,2014-07-07,2016-07-14,48,YES,YES,410
3896,Dual,0,N2M,2013-06-28,2016-03-30,1,YES,YES,155
3897,Teacher,0,NULL,2017-03-29,2017-03-29,1,YES,NO,0
3898,Individual,0,N2K,2018-10-21,2019-09-14,8,YES,YES,33.05
3899,Teacher,0,NULL,2019-01-09,2020-01-25,13,YES,NO,0
3900,Family,0,N2N,2017-10-25,2019-12-30,21,YES,YES,2015.85
3901,55 & Better,0,N2T,2019-08-22,2020-03-05,3,YES,YES,35
3902,Dual,1,N1R,2018-04-18,2019-03-17,3,YES,YES,480
3903,Family,0,N2H,2016-03-13,2020-02-12,48,YES,YES,476.8
3904,Family,0,N2L,2016-12-17,2018-01-21,7,YES,YES,463.8
3904,Dual,0,N2L,2013-07-10,2017-10-08,15,NO,YES,391.9
3905,Family,0,N2A,2015-07-12,2016-08-11,4,YES,YES,173.9
3906,Dual,0,N2T,2014-04-10,2014-05-16,2,YES,YES,44.1
3907,Teacher,0,NULL,2016-08-07,2018-08-10,4,YES,NO,18.9
3908,Individual,0,N2G,2014-06-27,2015-05-18,4,YES,YES,0
3909,Individual,0,K0K,2015-12-04,2017-12-28,3,YES,YES,110
3910,Family,0,N2K,2013-12-23,2016-07-17,8,YES,YES,302.15
3911,Teacher,0,NULL,2017-03-13,2017-03-13,1,YES,NO,23.9
3912,Family,0,N2H,2019-03-09,2020-02-23,6,YES,YES,24.26
3913,Dual,0,N2G,2015-03-29,2015-08-02,2,YES,YES,81.95
3914,Dual,0,N2N,2015-01-28,2015-08-26,6,YES,YES,82.99
3915,Teacher,0,NULL,2014-07-14,2014-07-14,1,NO,NO,0
3916,Family,0,N2P,2017-10-25,2017-01-01,1,YES,YES,120.15
3917,Teacher,0,NULL,2017-07-28,2017-07-28,1,YES,NO,8.95
3918,Teacher,0,NULL,2018-08-23,2019-03-23,2,YES,NO,0
3919,Teacher,0,NULL,2019-08-21,2019-08-25,2,YES,NO,30.9
3920,Teacher,0,NULL,2014-07-29,2014-07-29,1,NO,NO,20.9
3921,Family,0,N2C,2019-03-15,2019-09-07,6,NO,YES,76.1
3922,Family,0,N2J,2017-10-25,2020-02-13,26,YES,YES,669.1
3923,Dual,0,N2R,2016-01-30,2018-03-15,9,YES,YES,124.63
3924,Dual,0,N2A,2016-01-17,2017-05-21,8,YES,YES,126.7
3925,Teacher,0,NULL,2019-11-10,2019-11-10,1,YES,NO,0
3926,Dual,0,N2B,2018-03-10,2019-03-17,11,YES,YES,52.1
3927,Family,0,N2V,2013-11-30,2014-04-09,8,YES,YES,79.15
3928,Dual,0,N2B,2013-07-10,2014-01-23,2,YES,YES,0
3929,MAD Social,0,N2M,2019-12-05,2020-02-05,1,YES,YES,0
3930,Teacher,0,NULL,2017-11-02,2019-08-25,2,YES,NO,0
3931,Dual,0,NULL,2014-12-20,2015-09-12,4,YES,YES,46.1
3932,Dual,0,N2G,2014-11-09,2015-05-15,25,YES,YES,70
3933,Individual,1,N2J,2017-07-28,2019-03-31,14,YES,YES,136.25
3934,Family,0,NULL,2013-08-12,2013-08-17,10,YES,YES,420
3935,Family,0,N2A,2014-07-20,2016-02-21,7,YES,YES,132.49
3936,Dual,0,N3A,2020-09-12,2020-09-12,1,YES,YES,80
3937,Individual,0,N2K,2014-07-08,2015-06-19,4,YES,YES,28.05
3937,Family,0,N2K,2018-12-31,2019-08-30,4,YES,YES,150
3937,Dual,0,N2K,2013-07-10,2016-03-15,8,YES,YES,70
3938,Family,0,N0J,2019-06-22,2019-07-02,4,YES,NO,130.84
3939,Dual,0,N2M,2018-06-29,2020-02-15,19,YES,YES,137.95
3940,Dual,0,NULL,2014-10-16,2015-08-25,4,YES,YES,73
3941,Dual,0,N1T,2019-11-21,2020-01-09,2,YES,YES,80
3942,Teacher,0,NULL,2017-08-16,2017-08-16,1,YES,NO,10
3943,Individual,0,N2M,2015-05-31,2020-02-19,13,YES,YES,138.47
3944,Teacher,0,NULL,2019-05-16,2020-02-21,1,YES,NO,0
3945,Family,0,NULL,2015-08-22,2016-06-02,5,YES,NO,308.85
3946,Dual,0,N2A,2018-09-08,2019-09-06,7,YES,YES,572.68
3947,Dual,1,N0B,2019-03-27,2020-02-27,3,YES,YES,98.95
3948,Family,0,N2N,2013-06-28,2015-04-30,14,YES,YES,160
3949,Dual,0,N2H,2014-02-17,2014-02-17,1,YES,YES,70
3950,Dual,0,N2H,2015-08-20,2015-08-20,1,YES,YES,70
3951,Dual,0,N2H,2019-02-17,2020-02-09,8,YES,YES,80
3952,Family,0,N3T,2013-06-28,2014-03-30,4,YES,YES,0
3953,Individual,0,N0B,2019-09-25,2020-02-15,5,YES,YES,45
3954,Individual,0,NULL,2016-01-24,2018-02-04,13,YES,YES,99
3955,Individual,0,N2T,2015-03-14,2016-03-17,5,NO,YES,31.05
3956,Dual,0,N2A,2015-12-13,2016-05-28,8,YES,YES,70
3956,Dual,0,N2A,2013-06-28,2015-09-20,10,YES,YES,0
3957,Family,0,N2M,2017-10-25,2017-11-05,8,YES,YES,640
3958,Dual,0,N3A,2016-02-24,2017-10-15,6,YES,YES,2097.95
3959,Individual,0,N2M,2019-12-19,2020-01-23,2,YES,YES,80
3960,Individual,0,N2J,2019-03-10,2020-01-19,10,YES,YES,145.5
3961,Teacher,0,NULL,2018-03-03,2018-03-03,1,YES,NO,23.9
3962,Dual,0,N2P,2016-05-15,2016-09-04,4,NO,YES,80.95
3963,Dual,0,N2L,2015-06-30,2015-06-30,1,YES,YES,81.95
3964,Individual,0,N3C,2016-10-28,2017-03-17,3,NO,YES,42
3965,Dual,0,N2T,2017-07-04,2018-07-02,4,YES,YES,859.9
3966,Dual,0,N2G,2013-06-28,2013-07-04,1,YES,YES,0
3967,Teacher,0,NULL,2016-10-28,2016-10-28,1,YES,NO,8.95
3968,Family,0,N2N,2019-06-28,2019-10-06,3,YES,YES,150
3969,Individual,0,N1R,2014-07-08,2014-10-31,4,YES,YES,28.05
3970,Dual,0,NULL,2017-06-09,2017-07-07,2,NO,NO,70
3971,Individual,0,N2H,2018-03-15,2018-06-20,3,YES,YES,408.95
3972,Family,1,N2H,2016-05-27,2019-11-21,37,YES,YES,346.95
3973,Family & Friends,0,N2R,2017-02-04,2018-03-12,11,YES,YES,193.25
3974,Dual,0,N2K,2013-06-28,2014-07-13,5,YES,YES,110
3975,Teacher,0,NULL,2018-08-07,2018-08-07,1,YES,NO,19.9
3976,Dual,0,N2P,2014-02-01,2014-02-01,1,YES,YES,55.05
3977,Dual,0,N2J,2015-02-16,2015-12-21,18,YES,YES,110
3978,Dual,0,N1T,2013-06-28,2014-03-05,2,YES,YES,0
3979,Dual,0,N0B,2016-11-23,2017-02-11,2,NO,YES,70
3980,Individual,0,N2H,2013-09-25,2014-04-10,5,YES,YES,0
3981,Dual,0,N0B,2017-11-16,2018-12-12,3,NO,YES,337
3982,Dual,0,N2E,2015-07-14,2017-06-29,12,YES,YES,114.95
3983,Family,0,M2R,2018-11-28,2020-02-22,8,YES,YES,235
3984,Family,0,N1T,2019-07-25,2020-02-09,9,YES,YES,154.5
3985,Teacher,0,NULL,2018-08-23,2018-08-23,1,YES,NO,0
3986,Dual,0,N2A,2014-01-17,2018-03-14,15,YES,YES,202.8
3987,Dual,0,N2E,2015-12-10,2015-12-10,1,YES,YES,292
3988,Family,0,N2G,2017-12-28,2019-09-01,24,YES,YES,882.45
3989,Family,0,N3C,2016-01-09,2017-01-21,4,YES,YES,150
3990,Individual,0,N2H,2013-07-07,2013-10-31,2,YES,YES,54.95
3991,Dual,0,N1H,2016-10-06,2017-03-26,6,YES,YES,58.05
3992,Dual,0,N2K,2015-02-16,2015-08-20,23,YES,YES,70.5
3993,Dual,0,N2G,2015-10-21,2017-03-15,14,YES,YES,128
3994,Dual,0,N3T,2013-06-28,2014-03-01,1,YES,YES,0
3995,Teacher,0,NULL,2018-03-15,2018-03-15,1,YES,NO,0
3996,Individual,0,N2G,2018-07-25,2020-01-24,30,YES,YES,45
3997,Family,0,N2E,2019-03-09,2020-02-07,3,YES,YES,0
3998,Individual,0,N2G,2013-08-13,2014-04-19,4,YES,YES,41
3998,Dual,0,N2G,2015-10-30,2018-05-30,3,YES,YES,490
3999,Family,0,N2T,2014-12-11,2018-03-31,29,YES,YES,367.2
4000,Family,0,L7M,2019-03-15,2019-11-23,6,YES,YES,72.1
4001,Family,0,N2T,2018-01-27,2018-10-07,7,YES,YES,150
4002,Student,0,N2H,2016-07-22,2017-03-12,5,NO,YES,30
4003,Individual,0,N1E,2013-12-15,2017-04-30,7,YES,YES,21.9
4003,Family,0,N1E,2017-11-24,2018-03-03,38,YES,YES,514.85
4004,Dual,0,N2H,2015-03-28,2015-06-20,4,YES,YES,58.05
4005,Teacher,0,NULL,2020-02-01,2020-02-01,1,YES,NO,19.9
4006,55 & Better,0,N0B,2018-11-22,2019-08-02,3,YES,YES,0
4007,Individual,0,N2B,2014-01-04,2014-01-04,1,YES,YES,110.5
4008,Family,0,N2M,2016-02-03,2018-12-31,22,YES,YES,250.85
4009,Family & Friends,0,N1E,2017-01-14,2017-12-03,7,YES,YES,250
4010,Family,0,N2H,2013-06-28,2018-09-12,14,YES,YES,90
4011,Family,0,N2T,2017-10-25,2017-03-08,2,YES,YES,150
4012,Family,0,N2G,2013-06-28,2020-03-05,43,YES,YES,1402.9
4013,Family,0,N2H,2014-10-01,2015-07-09,5,YES,YES,145
4014,Teacher,0,NULL,2018-08-27,2019-09-14,8,YES,NO,13.95
4015,Dual,1,NULL,2019-03-16,2020-02-06,6,NO,NO,72.15
4016,55 & Better,0,N2M,2019-02-10,2019-11-03,2,YES,YES,48.95
4017,Dual,0,N2R,2013-07-17,2016-03-03,19,YES,YES,359.72
4017,Dual,0,N2R,2017-11-24,2018-10-17,10,YES,YES,254.93
4018,Teacher,0,NULL,2019-08-27,2019-08-27,1,YES,NO,56.85
4019,Teacher,0,NULL,2014-07-25,2014-07-25,1,NO,NO,11.95
4020,Family,0,N2M,2014-12-19,2014-12-19,1,YES,YES,150
4021,Dual,0,N2L,2017-01-08,2019-03-10,10,YES,YES,142
4022,Teacher,0,NULL,2017-07-14,2019-02-10,3,YES,NO,39.8
4023,Teacher,0,NULL,2018-08-23,2018-08-23,1,NO,NO,0
4024,Dual,0,N3T,2019-11-06,2020-02-09,3,YES,YES,87
4025,Family,0,N2E,2014-04-13,2014-12-29,7,YES,YES,120
4026,Family,0,N2V,2015-03-22,2015-12-13,3,YES,YES,150
4027,Individual,0,N2N,2013-11-15,2014-12-17,12,YES,YES,40
4028,Individual,0,N2L,2016-05-01,2016-12-17,3,YES,YES,0
4029,Teacher,0,NULL,2014-08-07,2014-08-07,1,NO,NO,18.9
4030,Individual,0,N2H,2016-08-14,2016-09-16,4,YES,YES,51.95
4031,Teacher,0,NULL,2017-05-04,2017-05-04,1,YES,NO,0
4032,Family,1,N2P,2018-03-15,2019-03-17,10,YES,YES,130
4033,Family,0,N3H,2018-04-12,2018-08-03,2,YES,YES,150
4034,Individual,0,N2N,2013-06-28,2013-07-08,1,YES,YES,0
4035,Family,0,N2T,2018-07-31,2020-01-25,7,YES,YES,223.6
4036,Dual,1,N2E,2016-10-29,2019-11-15,25,YES,YES,256.24
4037,Dual,0,N2A,2013-10-17,2017-08-10,28,YES,YES,226.28
4037,Family,0,N2A,2019-03-12,2020-01-02,5,YES,YES,113.95
4038,Individual,0,N2T,2017-03-17,2019-10-11,61,YES,YES,283.04
4039,Family,0,N2K,2019-03-14,2019-03-24,3,YES,YES,86
4040,Dual,0,N2A,2019-03-06,2019-08-21,4,YES,YES,80
4041,Teacher,0,NULL,2017-01-13,2017-01-13,1,YES,NO,0
4042,MAD,0,N2T,2014-12-02,2018-09-19,9,YES,YES,867.74
4043,Individual,0,N2M,2013-07-10,2013-08-26,1,YES,YES,0
4044,Individual,0,N2G,2016-10-30,2018-03-16,6,YES,YES,40
4045,Family,0,N1H,2013-06-28,2014-06-15,5,YES,YES,190.4
4046,Family,0,N3T,2017-10-25,2017-10-08,4,YES,YES,150
4047,Teacher,0,NULL,2019-08-15,2019-08-15,1,YES,NO,0
4048,Family,0,N3A,2013-06-28,2014-07-20,4,YES,YES,108
4049,Family,0,N2H,2013-08-12,2014-03-13,12,YES,YES,35.22
4050,Individual,0,N2G,2013-06-28,2013-12-07,2,YES,YES,0
4051,Family,0,N2P,2015-08-03,2016-08-16,10,YES,YES,445.59
4052,Individual,0,N2M,2017-08-14,2018-08-17,5,YES,YES,71.09
4053,Family,0,N1C,2014-01-17,2016-03-15,12,YES,YES,283.95
4054,Teacher,0,NULL,2019-11-30,2019-11-30,1,YES,NO,0
4055,Dual,0,N2T,2016-11-09,2016-11-09,1,YES,YES,70
4056,Family,0,N3C,2019-11-27,2019-11-28,1,YES,YES,150
4057,Teacher,0,NULL,2019-11-27,2019-11-27,1,YES,NO,0
4058,Family,0,N2K,2013-07-10,2013-10-20,5,YES,YES,14.95
4059,Teacher,0,NULL,2019-01-02,2019-08-07,2,YES,NO,42
4060,Family,0,N2R,2013-06-28,2013-08-18,1,YES,YES,0
4061,Teacher,0,NULL,2018-08-23,2018-08-23,1,YES,NO,0
4062,55 & Better,0,NULL,2019-11-05,2020-01-23,3,YES,YES,0
4063,Individual,0,N2R,2016-07-01,2016-09-05,3,NO,YES,0
4064,Teacher,0,NULL,2016-08-15,2018-08-17,6,YES,NO,39.8
4065,Family,0,N2L,2017-10-22,2018-03-12,4,YES,YES,161.95
4066,Family,0,N2M,2017-10-25,2017-11-03,25,YES,YES,605.9
4067,Teacher,0,NULL,2016-08-10,2020-01-19,8,YES,NO,40.9
4068,Teacher,0,NULL,2020-01-02,2020-01-02,1,YES,NO,0
4069,Family,0,N2M,2013-06-28,2014-08-04,8,YES,YES,120.59
4070,Family,0,N2K,2018-03-14,2019-10-20,8,YES,YES,725
4071,Dual,0,N2V,2015-12-19,2016-11-20,6,YES,YES,278.75
4072,Family,0,N2L,2018-12-19,2020-01-26,2,NO,YES,422
4072,Awe,0,N2L,2013-06-28,2017-10-20,2,YES,YES,381.95
4073,Family,0,N2V,2017-05-07,2019-05-03,11,YES,YES,205
4074,Teacher,0,NULL,2017-01-14,2017-11-08,3,YES,NO,41.85
4075,Individual,0,N2L,2019-12-30,2020-03-07,2,YES,YES,45
4076,Dual,0,N2J,2015-03-07,2016-02-24,14,NO,YES,70
4077,Dual,0,N2C,2014-07-04,2014-08-23,2,YES,YES,70
4078,Individual,0,N2H,2019-01-04,2019-08-07,5,NO,YES,61.94
4079,Family,0,N0B,2017-02-02,2019-05-01,8,YES,YES,4297.98
4080,Individual,0,N0B,2013-06-28,2015-03-11,1,YES,YES,0
4081,Family,0,N3A,2013-07-10,2014-01-04,6,YES,YES,0
4082,Individual,0,N2M,2020-01-08,2020-03-05,4,YES,YES,0
4083,Family,0,N2K,2016-10-02,2017-04-08,6,YES,YES,153.14
4084,Teacher,0,NULL,2017-05-20,2017-05-20,1,YES,NO,11.95
4085,Dual,0,N1R,2016-01-06,2017-08-01,11,YES,YES,162.47
4086,Individual,0,M4E,2013-06-28,2014-12-30,3,YES,YES,88.95
4087,Teacher,0,NULL,2020-03-08,2020-03-08,1,YES,NO,0
4088,Family,0,N2H,2018-06-03,2020-02-15,20,YES,YES,1435.69
4089,Family,0,N2K,2014-02-13,2014-04-02,5,YES,YES,562.4
4090,Teacher,0,NULL,2019-11-10,2019-11-10,1,YES,NO,0
4091,Family,0,N2M,2013-06-28,2013-12-01,1,YES,YES,0
4092,Teacher,0,NULL,2016-09-15,2016-09-30,2,YES,NO,0
4093,Teacher,0,NULL,2017-02-19,2018-02-19,2,YES,NO,0
4094,Teacher,0,NULL,2017-12-27,2018-12-31,5,YES,NO,48.07
4095,Family,0,N2W,2019-03-12,2019-08-12,3,YES,YES,61.1
4096,Individual,0,N2M,2015-02-16,2015-05-06,3,YES,YES,1711
4097,Dual,0,N1S,2017-03-17,2017-03-17,1,YES,YES,46.1
4098,Teacher,0,NULL,2018-08-21,2018-08-21,1,YES,NO,13.95
4099,Teacher,0,NULL,2018-08-21,2018-12-27,4,YES,NO,30.95
4100,Dual,0,N2H,2017-12-20,2019-12-04,10,YES,YES,162.5
4101,Dual,0,N2M,2017-06-04,2020-02-17,14,YES,YES,226.98
4102,Teacher,0,NULL,2018-07-25,2019-07-31,10,YES,NO,27.9
4103,Teacher,0,NULL,2014-04-09,2014-07-09,6,YES,NO,5.5
4104,Family,0,N2N,2017-01-05,2017-12-29,7,YES,YES,92.9
4105,Family,0,N2N,2013-06-28,2013-09-21,2,YES,YES,0
4106,Individual,0,N3C,2019-10-16,2020-02-07,6,YES,YES,51.95
4107,Family,0,L4G,2013-06-28,2014-05-18,2,YES,YES,0
4108,Dual,0,N2O,2016-05-07,2016-12-04,8,YES,YES,88.9
4109,Individual,0,N2A,2017-12-07,2018-12-02,8,YES,YES,0
4110,Family,0,N2N,2019-03-15,2020-02-06,10,YES,YES,244.69
4111,Teacher,0,NULL,2014-08-08,2014-08-27,2,NO,NO,520
4112,Family,0,N2J,2013-06-28,2014-09-20,1,NO,NO,0
4113,Teacher,0,NULL,2017-07-13,2017-07-13,1,YES,NO,0
4114,Individual,0,N1S,2015-12-17,2016-12-15,8,YES,YES,52.45
4115,Teacher,0,NULL,2019-07-22,2019-07-22,1,YES,NO,9.95
4116,Individual,0,N2A,2013-07-10,2015-10-09,12,YES,YES,80
4117,Teacher,0,NULL,2016-10-19,2016-10-19,1,YES,NO,15.05
4118,Individual,0,NULL,2014-12-05,2016-01-20,1,NO,NO,0
4119,Family,0,N2E,2013-07-10,2013-11-01,3,YES,YES,0
4120,Teacher,0,NULL,2017-08-17,2017-11-05,3,YES,NO,17.9
4121,Dual,0,N2L,2018-11-28,2018-11-28,1,YES,NO,80
4122,Dual,0,N3A,2016-01-23,2016-03-14,2,YES,YES,110
4123,Family,0,N2T,2017-10-25,2017-08-31,5,NO,YES,170.9
4124,Teacher,0,NULL,2014-07-29,2014-07-29,1,NO,NO,8.95
4125,Individual,0,NULL,2014-12-05,2019-12-30,21,NO,NO,0
4126,Teacher,0,NULL,2014-08-21,2014-08-21,1,YES,NO,8.95
4127,Dual,0,N2M,2013-06-28,2017-02-05,24,YES,YES,252.95
4128,Teacher,0,NULL,2016-11-02,2019-07-03,2,YES,NO,24
4129,Family,0,N2J,2020-02-16,2020-02-16,1,YES,YES,112.15
4130,Family,0,NULL,2017-10-25,2016-12-29,2,NO,YES,150
4131,Individual,0,N2H,2017-02-05,2018-01-07,4,YES,YES,40
4132,Dual,1,N2R,2019-04-20,2019-07-01,6,YES,YES,292.05
4133,Teacher,0,NULL,2017-10-26,2017-10-26,1,YES,NO,0
4134,Dual,0,N2T,2015-07-25,2015-07-25,1,YES,YES,70
4135,Individual,0,N2G,2013-07-10,2014-02-15,7,YES,YES,0
4136,55 & Better,0,N0B,2016-01-31,2016-02-14,3,YES,YES,60
4137,Dual,0,N2H,2018-11-10,2020-02-08,7,YES,YES,210.8
4138,Teacher,0,NULL,2019-08-01,2019-08-01,1,YES,NO,24.9
4139,Dual,1,N3H,2019-07-29,2019-07-29,1,YES,YES,110
4140,Family,0,N2N,2017-10-25,2017-01-08,9,YES,YES,811.94
4141,Dual,0,N2L,2019-05-30,2019-05-30,1,YES,YES,80
4142,Family,0,N2A,2013-06-28,2013-08-29,1,YES,YES,0
4143,Individual,0,N2M,2015-11-26,2019-01-06,9,YES,YES,73
4144,Family,0,N2N,2013-06-28,2016-08-03,6,YES,YES,206.75
4145,Family,0,N2G,2013-06-28,2018-05-20,36,YES,YES,575.95
4146,Family,0,N2H,2014-06-08,2015-05-10,9,YES,YES,487.77
4147,Dual,0,N1R,2014-02-17,2015-01-31,6,YES,YES,85.95
4147,Dual,0,N1R,2013-06-28,2013-07-02,1,YES,YES,0
4148,Family,0,NULL,2019-12-01,2019-12-29,2,YES,YES,100
4149,Individual,0,N2H,2019-10-24,2020-01-09,2,YES,YES,45
4150,Family,0,N2J,2020-01-31,2020-02-27,4,YES,YES,144.92
4151,Dual,0,N2B,2013-06-28,2014-08-17,5,YES,YES,20.4
4152,Dual,0,N2G,2018-06-24,2019-10-03,23,YES,YES,196.85
4153,Teacher,0,NULL,2017-01-12,2020-02-16,15,YES,NO,53.85
4154,Teacher,0,NULL,2019-11-03,2019-11-03,1,YES,NO,13.95
4155,Dual,0,N1M,2016-07-30,2017-05-05,5,YES,YES,68.05
4156,55 & Better,0,N2A,2017-04-05,2017-04-05,1,YES,YES,30
4157,Dual,0,N2J,2013-06-28,2018-02-17,28,YES,YES,380
4158,Family,0,N2L,2017-10-25,2019-08-30,25,YES,YES,575
4159,Dual,0,N2T,2013-06-28,2013-07-07,1,YES,YES,0
4160,Family,0,N2K,2013-06-28,2017-06-02,19,YES,YES,723
4161,55 & Better,0,N0B,2016-12-02,2017-05-04,5,NO,YES,41.95
4162,Dual,0,N2G,2015-05-20,2016-01-20,3,YES,YES,384
4163,Family,0,N2P,2014-08-21,2015-07-22,21,YES,YES,105.08
4164,Family,0,N2L,2013-06-28,2016-10-01,11,YES,YES,418.18
4165,Individual,0,N2H,2017-10-12,2019-11-28,18,YES,YES,54.88
4166,MAD,0,N2M,2016-12-13,2018-01-29,4,YES,YES,220.8
4167,Family,0,N0B,2019-12-29,2019-12-29,1,YES,YES,150
4168,Dual,0,N2L,2014-11-01,2015-11-13,4,YES,YES,70.5
4169,Family,0,N2T,2015-06-28,2017-08-11,26,YES,YES,320.9
4170,Dual,0,N3C,2014-03-08,2015-03-14,8,YES,YES,52.05
4171,Dual,0,NULL,2020-01-26,2020-02-23,5,YES,YES,59.1
4172,Family,0,N2P,2014-03-23,2019-12-31,55,YES,YES,516.99
4173,Teacher,0,NULL,2014-07-15,2014-07-15,1,NO,NO,0
4174,Dual,0,N2H,2013-08-27,2014-11-12,22,YES,YES,78.19
4175,MAD,0,N2A,2017-10-06,2017-10-06,1,YES,YES,0
4176,Family,0,N2M,2014-03-29,2015-03-08,14,YES,YES,82.74
4177,Individual,0,NULL,2014-11-15,2015-04-04,3,YES,YES,41
4178,55 & Better,0,N2N,2016-12-22,2020-01-03,9,YES,YES,267.75
4179,55 & Better,0,N2J,2019-01-12,2019-01-12,1,YES,YES,35
4180,Individual,1,N2L,2019-10-26,2020-02-08,3,YES,YES,75
4181,Teacher,0,NULL,2019-01-03,2019-01-03,1,YES,NO,33.85
4182,55 & Better,0,N2L,2013-06-28,2020-02-21,2,YES,YES,35
4183,Dual,0,N1H,2015-03-20,2015-03-20,2,YES,YES,79
4184,Family,0,NULL,2013-06-28,2019-03-01,23,NO,NO,361.95
4185,MAD Social,0,N1S,2018-09-26,2018-09-26,1,YES,YES,80
4186,Dual,0,N2L,2019-02-21,2019-03-24,4,YES,YES,176.29
4187,Family,0,N2G,2015-01-25,2018-05-30,44,YES,YES,441.08
4188,Teacher,0,NULL,2016-09-17,2018-02-19,3,YES,NO,18.91
4189,Individual,0,N3A,2016-03-27,2017-03-15,2,NO,YES,21.1
4190,Family,0,N2L,2019-03-15,2019-03-15,1,NO,YES,0
4191,Individual,0,NULL,2013-11-06,2014-03-27,8,NO,YES,40
4192,Family,0,N2H,2014-03-29,2014-12-31,2,YES,YES,120
4193,Dual,0,N2K,2018-03-09,2018-03-09,2,YES,YES,1480
4194,Family,0,N2H,2016-10-01,2017-07-22,19,YES,YES,571.7
4195,Individual,0,N2H,2019-11-22,2020-02-14,4,YES,YES,59
4196,Dual,1,NULL,2018-04-22,2019-04-27,10,NO,NO,126.99
4197,Family,0,N2T,2014-01-12,2017-03-18,21,YES,YES,690.78
4197,Family,0,N3A,2018-01-31,2020-02-16,4,YES,YES,300
4198,Dual,0,N2A,2015-03-14,2016-03-17,5,YES,YES,70
4198,Dual,0,N2A,2013-08-12,2014-02-17,6,YES,YES,14.95
4199,Dual,0,N2M,2016-12-29,2018-08-28,8,YES,YES,190.1
4200,Teacher,0,NULL,2019-08-25,2019-08-25,1,YES,NO,40.9
4201,Individual,0,NULL,2014-12-05,2016-07-22,1,NO,NO,0
4202,Family,0,N2H,2019-05-18,2020-03-05,18,YES,YES,183.34
4203,Individual,0,N2K,2014-10-31,2015-01-02,3,NO,YES,31.05
4204,Dual,0,N0J,2015-12-23,2017-01-18,4,YES,YES,90
4205,Dual,0,N2L,2015-08-31,2017-06-02,14,YES,YES,141.95
4206,Family & Friends,0,N2L,2018-03-18,2019-03-10,8,YES,YES,250
4207,Dual,0,NULL,2019-10-12,2019-11-06,3,YES,YES,80
4208,Teacher,0,NULL,2019-06-15,2019-06-15,1,YES,NO,0
4209,Dual,0,N2H,2014-10-11,2014-11-08,2,YES,YES,58.05
4210,Dual,0,N2B,2013-07-10,2013-11-02,2,YES,YES,0
4211,Family,0,N2H,2019-04-07,2020-03-12,6,YES,YES,112.15
4212,Teacher,0,NULL,2017-10-08,2017-10-08,1,YES,NO,17.9
4213,55 & Better,1,L0G,2019-12-21,2019-12-21,1,YES,NO,65
4214,Individual,0,N2T,2013-09-22,2014-07-19,4,YES,YES,29.05
4215,Student,0,NULL,2015-12-21,2015-12-21,1,NO,YES,30
4216,Teacher,0,NULL,2014-07-14,2014-08-06,1,NO,NO,10.5
4217,Individual,0,N2A,2014-10-16,2014-10-16,1,YES,YES,28.05
4218,Family,0,N3E,2018-12-31,2019-12-31,13,YES,YES,150
4219,Family,0,N3A,2018-03-16,2018-06-29,2,YES,YES,100
4220,Individual,0,N2L,2015-12-05,2016-05-07,4,YES,YES,41.35
4221,Dual,0,N2E,2018-01-24,2020-08-29,34,YES,YES,1359.65
4221,Dual,0,N2N,2015-02-16,2018-12-29,15,YES,YES,252.34
4222,Family,0,N2L,2013-10-06,2018-07-31,12,YES,YES,234.15
4223,Family,0,N2P,2019-09-25,2020-01-29,3,YES,YES,157
4224,Family,0,N2N,2017-10-25,2017-08-24,7,YES,YES,273.56
4225,Individual,0,N2V,2015-06-26,2016-05-21,7,YES,YES,23.9
4226,Individual,0,N1H,2014-08-22,2015-01-31,2,YES,YES,0
4227,Individual,0,N3A,2014-07-02,2014-10-29,4,YES,YES,30
4228,Family,0,L7P,2017-01-02,2019-07-30,11,YES,YES,395
4229,Teacher,0,NULL,2018-12-07,2019-12-31,1,YES,NO,6.76
4230,Teacher,0,NULL,2018-01-14,2018-01-14,1,YES,NO,0
4231,Family,0,N2C,2015-03-21,2016-03-14,4,YES,YES,114.05
4232,Teacher,0,NULL,2018-08-29,2020-02-19,6,YES,NO,54.85
4233,Family,0,L9H,2013-06-28,2015-03-25,8,YES,YES,143.46
4234,Individual,0,N2C,2013-06-28,2013-09-02,2,YES,YES,0
4235,Family,0,N2W,2017-11-05,2019-10-27,12,YES,YES,285.05
4236,Teacher,0,NULL,2020-03-03,2020-07-17,1,YES,NO,0
4237,Dual,0,N2T,2013-07-10,2013-12-07,4,YES,YES,0
4238,Dual,0,N3C,2016-01-10,2016-11-13,5,YES,YES,77.15
4239,Family & Friends,0,N2M,2013-07-10,2019-07-30,26,YES,YES,1025.15
4240,Dual,0,N1H,2013-06-28,2013-12-27,2,YES,YES,0
4241,Individual,0,N2V,2016-05-27,2017-02-01,3,YES,YES,28.05
